,X,Y,name,com_insee,com_nom,Type,geometry,0
49,2.45469502871165,48.8004365374184,Missing,94028,Créteil,cemetery,POINT (2.45469502871165 48.8004365374184),[14286 14412 14413 14538 14539 14664]
50,2.815104527597,48.3876510334795,Cimetière de Saint-Mammès,77419,Saint-Mammès,cemetery,POINT (2.815104527597 48.3876510334795),[19498 19624 19750]
51,2.85340329642286,48.3840253193952,Cimetière de Vernou,77494,Vernou-la-Celle-sur-Seine,cemetery,POINT (2.85340329642286 48.3840253193952),[20002 20003 20128 20129 20254 20255]
52,2.41016498912482,48.7419250649461,Cimetière nouveau de Villeneuve-le-Roi,94077,Villeneuve-le-Roi,cemetery,POINT (2.41016498912482 48.7419250649461),[13788 13789 13914 13915]
53,2.40697751454254,48.7407487807752,Cimetière ancien de Villeneuve-le-Roi,94077,Villeneuve-le-Roi,cemetery,POINT (2.40697751454254 48.7407487807752),[13663 13788 13789 13914 13915]
54,2.42655513628576,48.7829830127948,Cimetière d'Alfortville,94002,Alfortville,cemetery,POINT (2.42655513628576 48.7829830127948),[13910 14036 14162]
55,2.48479788133077,48.809983481295,Cimetière Condé,94068,Saint-Maur-des-Fossés,cemetery,POINT (2.48479788133077 48.809983481295),[14789 14915 15041]
56,2.40953190374562,48.7209299146885,Cimetière privé de la famille Chodron de Courcel,91027,Athis-Mons,cemetery,POINT (2.40953190374562 48.7209299146885),[13665 13790 13791 13916 13917]
57,2.41769714383512,48.7275340672547,Cimetière d'Ablon-sur-Seine,94001,Ablon-sur-Seine,cemetery,POINT (2.41769714383512 48.7275340672547),[13790 13916 13917 14042 14043]
58,2.23259907762559,48.3685837820104,Missing,91075,Bois-Herpin,cemetery,POINT (2.23259907762559 48.3685837820104),[11310 11436 11437 11562]
59,2.24046699914162,48.3520095827433,Missing,91526,Roinvilliers,cemetery,POINT (2.24046699914162 48.3520095827433),[11438 11564 11690]
60,2.23047445000005,48.3827245141205,Missing,91248,La Forêt-Sainte-Croix,cemetery,POINT (2.23047445000005 48.3827245141205),[11308 11309 11434 11435]
61,2.27116155892582,48.3530231135398,Missing,91399,Mespuits,cemetery,POINT (2.27116155892582 48.3530231135398),[11816 11941 11942 12068]
62,2.45326255043147,48.3998501512983,Cimetière de Milly-la-Forêt,91405,Milly-la-Forêt,cemetery,POINT (2.45326255043147 48.3998501512983),[14331 14456 14457 14582 14583]
63,2.63773510644143,48.8819757741494,Cimetière des Acacias,77479,Vaires-sur-Marne,cemetery,POINT (2.63773510644143 48.8819757741494),[16923 17048 17049 17175]
64,2.62692289350973,48.8870144538944,Missing,77055,Brou-sur-Chantereine,cemetery,POINT (2.62692289350973 48.8870144538944),[16796 16797 16922 16923 17048]
